route,irn_id
"HUNG HOM BYPASS",104602
"HUNG HOM BYPASS",105064
"HUNG HOM BYPASS",105066
"HUNG HOM BYPASS",105068
"HUNG HOM BYPASS",105079
"HUNG HOM BYPASS",105089
"HUNG HOM BYPASS",105093
"HUNG HOM BYPASS",105094
"HUNG HOM BYPASS",105144
"HUNG HOM BYPASS",105207
"HUNG HOM BYPASS",109939
"HUNG HOM BYPASS",109940
"HUNG MUI KUK ROAD",56942
"HUNG MUI KUK ROAD",56952
"HUNG MUI KUK ROAD",58089
"HUNG MUI KUK ROAD",58094
"HUNG MUI KUK ROAD",58562
"HUNG MUI KUK ROAD",58745
"HUNG MUI KUK ROAD",59081
"HUNG MUI KUK ROAD",59197
"HUNG MUI KUK ROAD",61350
"ISLAND EASTERN CORRIDOR",837
"ISLAND EASTERN CORRIDOR",4563
"ISLAND EASTERN CORRIDOR",5013
"ISLAND EASTERN CORRIDOR",5423
"ISLAND EASTERN CORRIDOR",5424
"ISLAND EASTERN CORRIDOR",5425
"ISLAND EASTERN CORRIDOR",261663
"ISLAND EASTERN CORRIDOR",262801
"KAI CHEUNG ROAD",103139
"KAI CHEUNG ROAD",103142
"KAI CHEUNG ROAD",103143
"KAI CHEUNG ROAD",103144
"KAI CHEUNG ROAD",103165
"KAI CHEUNG ROAD",103186
"KAI CHEUNG ROAD",103542
"KAI CHEUNG ROAD",103543
"KAI CHEUNG ROAD",103642
"KAI CHEUNG ROAD",103645
"KAI CHEUNG ROAD",103900
"KAI CHEUNG ROAD",103904
"KAI CHEUNG ROAD",103907
"KAI CHEUNG ROAD",103972
"KAI CHEUNG ROAD",104065
"KOWLOON PARK DRIVE",104173
"KOWLOON PARK DRIVE",104633
"KOWLOON PARK DRIVE",105038
"KOWLOON PARK DRIVE",105051
"KOWLOON PARK DRIVE",105103
"KOWLOON PARK DRIVE",105223
"KOWLOON PARK DRIVE",107184
"KOWLOON PARK DRIVE",109851
"KWUN TONG BY-PASS",103714
"KWUN TONG BY-PASS",109845
"KWUN TONG BY-PASS",109846
"KWUN TONG ROAD",103052
"KWUN TONG ROAD",103053
"LAM HING STREET",103151
"LAM HING STREET",103153
"LIN CHEUNG ROAD",260915
"LIN CHEUNG ROAD",260921
"LIN CHEUNG ROAD",260923
"LIN CHEUNG ROAD",260930
"LIN CHEUNG ROAD",260933
"NGO CHEUNG ROAD",105507
"NGO CHEUNG ROAD",106882
"PRINCE EDWARD ROAD EAST",102906
"PRINCE EDWARD ROAD EAST",102913
"PRINCE EDWARD ROAD EAST",103465
"PRINCE EDWARD ROAD EAST",103792
"PRINCE EDWARD ROAD EAST",103813
"PRINCE EDWARD ROAD EAST",103819
"PRINCE EDWARD ROAD EAST",103825
"PRINCE EDWARD ROAD EAST",103866
"PRINCE EDWARD ROAD EAST",103950
"PRINCE EDWARD ROAD EAST",103967
"PRINCE EDWARD ROAD EAST",260817
"PRINCE EDWARD ROAD EAST",260819
"PUI TO ROAD",94449
"PUI TO ROAD",95297
"PUI TO ROAD",97343
"SALISBURY ROAD",104135
"SALISBURY ROAD",104136
"SALISBURY ROAD",104137
"SALISBURY ROAD",104154
"SALISBURY ROAD",104162
"SALISBURY ROAD",104174
"SALISBURY ROAD",104179
"SALISBURY ROAD",104309
"SALISBURY ROAD",104312
"SALISBURY ROAD",104323
"SALISBURY ROAD",104944
"SALISBURY ROAD",105149
"SALISBURY ROAD",109852
"SALISBURY ROAD",119626
"SHA LEK HIGHWAY",60658
"SHA LEK HIGHWAY",60660
"SHA LEK HIGHWAY",60905
"SHA LEK HIGHWAY",61679
"SHA LEK HIGHWAY",61680
"SHA LEK HIGHWAY",61681
"SHA LEK HIGHWAY",62028
"SHA LEK HIGHWAY",62123
"SHA LEK HIGHWAY",63037
"SHA LEK HIGHWAY",63043
"SHA LEK HIGHWAY",63052
"SHA TIN RURAL COMMITTEE ROAD",60560
"SHA TIN RURAL COMMITTEE ROAD",61199
"SHA TIN RURAL COMMITTEE ROAD",61575
"SHA TIN RURAL COMMITTEE ROAD",61929
"SHA TIN RURAL COMMITTEE ROAD",62687
"SHA TIN WAI ROAD",61189
"SHA TIN WAI ROAD",61540
"SHA TIN WAI ROAD",61855
"SHA TIN WAI ROAD",62597
"SHA TIN WAI ROAD",62826
"SHA TIN WAI ROAD",62918
"SHA TIN WAI ROAD",92592
"SHENZHEN BAY BRIDGE",163685
"TAI HOM ROAD",102874
"TAI HOM ROAD",102890
"TSING SHA HIGHWAY",112018
"TSING SHA HIGHWAY",261295
"UNNAMED ROAD",1817
"UNNAMED ROAD",2486
"UNNAMED ROAD",3373
"UNNAMED ROAD",3910
"UNNAMED ROAD",4723
"UNNAMED ROAD",4728
"UNNAMED ROAD",4734
"UNNAMED ROAD",5480
"UNNAMED ROAD",56821
"UNNAMED ROAD",57689
"UNNAMED ROAD",58097
"UNNAMED ROAD",61271
"UNNAMED ROAD",94688
"UNNAMED ROAD",94929
"UNNAMED ROAD",96667
"UNNAMED ROAD",96674
"UNNAMED ROAD",96952
"UNNAMED ROAD",102892
"UNNAMED ROAD",103502
"UNNAMED ROAD",103654
"UNNAMED ROAD",104051
"UNNAMED ROAD",104055
"UNNAMED ROAD",105088
"UNNAMED ROAD",105210
"UNNAMED ROAD",106710
"UNNAMED ROAD",106789
"UNNAMED ROAD",106792
"UNNAMED ROAD",106793
"UNNAMED ROAD",107159
"UNNAMED ROAD",107182
"UNNAMED ROAD",107183
"UNNAMED ROAD",110615
"UNNAMED ROAD",110617
"UNNAMED ROAD",110626
"UNNAMED ROAD",110628
"UNNAMED ROAD",110676
"UNNAMED ROAD",110677
"UNNAMED ROAD",110678
"UNNAMED ROAD",110682
"UNNAMED ROAD",110683
"UNNAMED ROAD",110687
"UNNAMED ROAD",110688
"UNNAMED ROAD",110710
"UNNAMED ROAD",110715
"UNNAMED ROAD",110745
"UNNAMED ROAD",110746
"UNNAMED ROAD",110874
"UNNAMED ROAD",110896
"UNNAMED ROAD",163680
"UNNAMED ROAD",163684
"UNNAMED ROAD",163686
"UNNAMED ROAD",163687
"UNNAMED ROAD",163689
"UNNAMED ROAD",165374
"UNNAMED ROAD",260231
"UNNAMED ROAD",260232
"UNNAMED ROAD",260917
"UNNAMED ROAD",262782
